timestamp,classifier,accuracy,n_mfcc,hop_length,n_fft,test_size
2024-11-30 16:52:02,Custom Naive Bayes,29.86%,30,1024,512,0.3
2024-11-30 16:52:02,Custom Naive Bayes,28.82%,30,1024,512,0.4
2024-11-30 16:52:02,Custom Naive Bayes,27.36%,30,1024,512,0.5
2024-11-30 16:52:08,Custom Naive Bayes,34.03%,30,1024,1024,0.1
2024-11-30 16:52:08,Custom Naive Bayes,33.33%,30,1024,1024,0.2
2024-11-30 16:52:08,Custom Naive Bayes,31.71%,30,1024,1024,0.3
2024-11-30 16:52:08,Custom Naive Bayes,30.90%,30,1024,1024,0.4
2024-11-30 16:52:08,Custom Naive Bayes,30.69%,30,1024,1024,0.5
2024-11-30 16:52:17,Custom Naive Bayes,31.94%,30,1024,2048,0.1
2024-11-30 16:52:18,Custom Naive Bayes,33.33%,30,1024,2048,0.2
2024-11-30 16:52:18,Custom Naive Bayes,31.48%,30,1024,2048,0.3
2024-11-30 16:52:18,Custom Naive Bayes,30.90%,30,1024,2048,0.4
2024-11-30 16:52:18,Custom Naive Bayes,31.25%,30,1024,2048,0.5
